"","rec_ma+lexibank_ArmAndHand+WALS_129A","o_lexibank_CommonSubstringInBoyAndGirl","o_lexibank_CommonSubstringInManAndWoman","o_lexibank_ElbowAndKnee","o_lexibank_EyeInTear","o_lexibank_BarkAndSkin","rec_c_lexibank_FatherWithP","rec_ma+lexibank_FingerAndHand+WALS_130A","rec_mca+lexibank_FirstPersonWithM+lexibank_FirstPersonWithN+WALS_136B","rec_ma+lexibank_GreenAndBlue+WALS_134A","o_lexibank_HairAndFeather","o_lexibank_HearAndSmell","o_lexibank_FingerAndToe","o_lexibank_LegAndFoot","rec_c_lexibank_MotherWithM","o_lexibank_MouthInLip","rec_ma+lexibank_RedAndYellow+WALS_135A","rec_mca+lexibank_SecondPersonWithM+lexibank_SecondPersonWithN+lexibank_SecondPersonWithT+WALS_137B","o_lexibank_SeeAndKnow","o_lexibank_SkinInLip","o_lexibank_ThreeInEight","o_lexibank_ThreeInThirteen","o_lexibank_ToeAndFoot","o_lexibank_WaterInTear","rec_c_lexibank_WindWithF","o_lexibank_TreeInBark"
"yang1304","FALSE","True","False","False","False","False","False","FALSE",NA,"FALSE",NA,"False","False","False","False",NA,"FALSE","N","False",NA,"False",NA,"False","True",NA,"False"
"yann1237",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"yaoo1241",NA,NA,NA,"False","False","False",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"False","False","True",NA,NA,"False",NA,"False"
"yara1250",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"yare1248","TRUE","False","False",NA,NA,"False",NA,"FALSE","N","FALSE","False","False","False",NA,NA,"True","FALSE",NA,"False","False",NA,NA,"True",NA,"False","True"
"yawa1258",NA,NA,"False","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"yind1247",NA,NA,"False","False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"yinu1238","FALSE","False","True","False","False",NA,"False","FALSE",NA,NA,"True",NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"False",NA,NA
"yish1238",NA,NA,NA,NA,"False",NA,"False","FALSE",NA,NA,NA,NA,NA,NA,"False","False","FALSE","N","False","False","False",NA,NA,"False",NA,NA
"yoid1240",NA,"True","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"yorn1234",NA,NA,"False","False",NA,NA,"True","FALSE",NA,NA,NA,NA,NA,"True","False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,NA
"yort1237","FALSE",NA,"False","False",NA,NA,"False","FALSE",NA,NA,"False","False",NA,"False","False",NA,NA,"N","False",NA,NA,NA,NA,NA,NA,NA
"youn1235",NA,NA,NA,NA,"True",NA,"False","FALSE",NA,"FALSE","True","False",NA,"False","False",NA,"FALSE",NA,"False",NA,"False","False",NA,"True",NA,NA
"yucu1253","FALSE",NA,"False","False",NA,"False","False","FALSE","N","TRUE","True","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"True"
"yuga1244",NA,NA,"False","False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"yukp1241","TRUE",NA,"False","False",NA,NA,"True","TRUE",NA,NA,"False","False","False",NA,"True",NA,"FALSE",NA,"False",NA,NA,NA,"False",NA,"False",NA
"yunl1238",NA,NA,NA,NA,NA,NA,"False","FALSE",NA,"FALSE","False",NA,NA,NA,"False",NA,"FALSE","N","False",NA,"False",NA,NA,NA,NA,NA
"yuru1263","FALSE",NA,"True","False",NA,"False","True","FALSE",NA,NA,"False","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"yuwa1242",NA,NA,NA,"False",NA,NA,"True",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,"False",NA,NA,NA,NA,NA,NA,NA
"yuwa1244",NA,"True","False",NA,NA,"False",NA,"FALSE",NA,"TRUE","True","False","False",NA,NA,"False","TRUE",NA,"False","True",NA,NA,"False",NA,NA,"False"
"zaca1242",NA,"True","False",NA,NA,"False",NA,"FALSE","N","FALSE","False","False","False",NA,NA,"True","FALSE","N","False","True","False",NA,"False",NA,NA,"True"
"zeme1240","TRUE","True","False","False","False","False","False","FALSE",NA,NA,"False","False","False","False","True","True","FALSE","N","False","False",NA,NA,"False","False",NA,"False"
"zizi1238",NA,"False","False",NA,NA,"False","False",NA,NA,"FALSE",NA,"False",NA,NA,"True","False","FALSE",NA,"False","False","False","False",NA,NA,NA,"False"
"zuni1245","TRUE","True","True",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"adyg1241",NA,NA,"False",NA,NA,"False",NA,"FALSE",NA,NA,"False","False",NA,NA,NA,"False","FALSE",NA,"False","False","False",NA,NA,NA,"False","False"
"amel1241",NA,NA,"False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE",NA,NA,NA,NA,NA,NA,"False","False",NA
"arhu1242","TRUE",NA,"False","False",NA,NA,"False","FALSE","N",NA,"True","False","False","False",NA,"False","FALSE","M","False",NA,NA,NA,"False",NA,NA,"False"
"awac1239","FALSE",NA,"False","False",NA,"False","False","FALSE","N",NA,"True","False","False","False",NA,"False","FALSE","N","False","True",NA,NA,"False",NA,NA,"True"
"bash1264","TRUE","False","False","False","True","False","False","FALSE","M","FALSE","False","False","True","False","False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"bert1248",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,NA,"False","False",NA,NA,NA,"True","FALSE",NA,"False","True","False",NA,NA,NA,"False","False"
"chan1313","TRUE","False","False","False","True","False","False","FALSE",NA,NA,"False","False","False","False","False","True","FALSE","N","False","False",NA,NA,"False","True",NA,"False"
"chec1245","FALSE","True","False","False","False","False","False","FALSE",NA,"FALSE","False","False","False","True","False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"chuk1273","TRUE","True","False","False","False","False","False","FALSE","M","FALSE","False","False","True","True","False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"chuv1255","FALSE","True","False","False","False","False","False","FALSE","M","FALSE","False","False","True","False","False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"czec1258","TRUE","False","False","False","False","False",NA,"FALSE",NA,"FALSE","False","False","False","True",NA,"False","FALSE","T","False","False","False",NA,"False","False",NA,"False"
"dhar1247",NA,NA,"True","False",NA,NA,"False",NA,NA,NA,"False","False",NA,"False","False",NA,"FALSE","N","False",NA,NA,NA,NA,NA,NA,NA
"esto1258",NA,"False","False",NA,NA,"False",NA,"FALSE","M","FALSE","False","False","False",NA,NA,"False","FALSE","T","False","False","False",NA,"False",NA,"False",NA
"even1259","FALSE","False","False","False","False","False","False","FALSE",NA,"FALSE","False","False","False","False","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"finn1318","FALSE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","False","True","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"gude1246",NA,NA,"False",NA,NA,"False","False",NA,NA,"FALSE",NA,"False",NA,NA,NA,"False","FALSE",NA,"False","False","False","False",NA,NA,"False","False"
"halh1238","TRUE","False",NA,NA,NA,"False",NA,"FALSE","M","FALSE","False","False",NA,NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"hind1269","FALSE","True","False","False","False","False",NA,"FALSE","M","FALSE","False","False","False","False",NA,"False","FALSE","T","False","False","False",NA,"False","False",NA,"False"
"imba1240",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,NA,"False","False","True",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"itel1242","TRUE","True","False","False","False","False",NA,"FALSE","M","TRUE","False",NA,"True","True",NA,"False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"kala1399","FALSE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","False",NA,"False","False","FALSE","M","False","False","True",NA,NA,"False","False","False"
"karb1241","TRUE","False","False","False","True","False","True","FALSE","N",NA,"False","False","False","True","False","False","FALSE","N","True","False",NA,NA,"False","True","False","False"
"kett1243",NA,"True","False",NA,NA,NA,NA,"FALSE","M",NA,NA,NA,"True",NA,NA,"False","FALSE",NA,"False",NA,"False",NA,"False",NA,"False","False"
"khal1275","TRUE",NA,"False",NA,NA,NA,NA,"FALSE",NA,"TRUE",NA,NA,NA,NA,NA,NA,"FALSE",NA,"False",NA,"False","False",NA,NA,NA,"False"
"kiow1266","TRUE",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"False",NA
"kore1280","FALSE",NA,"True",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,NA,"FALSE",NA,"False","False","False",NA,"False",NA,"False","True"
"lezg1247","TRUE","False","False","False","True","False","True","FALSE",NA,"FALSE","False","False","False","True","False","False","FALSE",NA,"False","False","False",NA,"False","False","False","False"
"lith1251","TRUE","False","True","False","False","False","False","FALSE",NA,"FALSE","False","False","True","False","True","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"mans1258","FALSE","True","False","False","True","False",NA,"FALSE",NA,"FALSE","False","False","True","True",NA,"False","FALSE","N","False","False","False",NA,"False","True","False","False"
"maru1249",NA,NA,"False","False",NA,NA,"False","FALSE",NA,NA,"False","False",NA,NA,"False",NA,"FALSE",NA,NA,NA,"False",NA,NA,NA,NA,"False"
"masa1300",NA,"False","False",NA,NA,"False",NA,"FALSE","N","FALSE","False","False","True",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"mini1256","FALSE",NA,"False","False",NA,"True","False","FALSE",NA,NA,"False","False","False","False",NA,"True","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"nort2671","TRUE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","False","True","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"nort2745","TRUE","True","True","False","True","False","False","FALSE","M","FALSE","False","False","True","False","False",NA,"FALSE","T","False",NA,"False",NA,"False","True","False","False"
"nucl1301","FALSE","False",NA,NA,NA,"False",NA,"FALSE","M","FALSE","False","False","False",NA,NA,"False","FALSE","T","False","False","False",NA,"False",NA,"False",NA
"nucl1643","TRUE","True",NA,NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"True","FALSE","M","False","False","False",NA,"False",NA,"False","False"
"nung1290","FALSE","False","False",NA,NA,"False",NA,"TRUE",NA,NA,"False","False","True",NA,NA,"False","TRUE","N","False","False","True",NA,"False",NA,NA,"False"
"paez1247","TRUE",NA,"False",NA,NA,"False",NA,"FALSE",NA,NA,"False","False","False",NA,NA,"True","FALSE",NA,"False","True",NA,NA,"False",NA,NA,NA
"pawn1254",NA,"False","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False",NA,NA,NA,"False","FALSE",NA,"False","False","False",NA,NA,NA,NA,"False"
"pira1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,"TRUE","N",NA,NA,NA,NA,NA,NA,"False",NA
"poli1260","FALSE","False","False","False","False","False",NA,"FALSE",NA,"FALSE","False","False","True","False",NA,"False","FALSE","T","False","False","False",NA,"False","False","True","False"
"resi1247","FALSE",NA,"False","False",NA,"False","False","FALSE","N",NA,"True","False","False","False",NA,"False",NA,NA,"False","False",NA,NA,"False",NA,NA,"False"
"russ1263","TRUE","False","False","False","False","False",NA,"FALSE","M","FALSE","False","False","True","False",NA,"False","FALSE","T","False","False","False",NA,"False","False","True","False"
"ship1254","FALSE",NA,NA,NA,NA,NA,NA,"FALSE",NA,"TRUE",NA,NA,NA,NA,NA,NA,"FALSE","M",NA,NA,NA,NA,NA,NA,"False",NA
"siri1273",NA,NA,NA,NA,NA,NA,"False",NA,NA,"TRUE",NA,NA,NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,"False",NA
"siro1249",NA,"False","False","False",NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,"False",NA,"FALSE","N",NA,NA,NA,NA,NA,NA,NA,NA
"sout2750",NA,"False","False","False",NA,"False",NA,NA,"M","FALSE","True","False","False","True",NA,NA,"FALSE","T","False",NA,"False",NA,"False",NA,"False","False"
"sout2826","FALSE","True","True","False",NA,NA,"True","FALSE","M",NA,NA,NA,"False","False","False",NA,NA,"M",NA,NA,"False","True","False",NA,NA,NA
"tani1257","FALSE",NA,"False","False",NA,"False","True","FALSE",NA,NA,"True","False","False","False",NA,"False","FALSE",NA,"False","False",NA,NA,"False",NA,NA,"True"
"tata1255","TRUE","False","False","False","False","False","False","FALSE","M","FALSE","False","False","True","False","False","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"tauy1241",NA,"False","False","False","False",NA,"False",NA,NA,NA,NA,"False",NA,NA,"True",NA,"FALSE","N",NA,NA,NA,NA,NA,"False",NA,NA
"tiwi1244","FALSE","False","False",NA,NA,"False",NA,"FALSE",NA,NA,"False","False","False",NA,NA,"False","FALSE",NA,"False","False","False",NA,"False",NA,"False","False"
"tuca1252","TRUE",NA,"True","False",NA,"False","True","FALSE",NA,"TRUE","True","False","False","False",NA,"False","TRUE",NA,"False","False",NA,NA,"False",NA,NA,"False"
"ukra1253","TRUE","False","False","False","False","False","True","FALSE",NA,"FALSE","False","False","False","True","True","False","FALSE","T","False","False","False",NA,"False","False","True","False"
"wamb1259","TRUE",NA,"False","False","False","False","True","FALSE","N","FALSE",NA,"False",NA,"True","False","False","FALSE","M","False","False","False",NA,NA,"False","False","False"
"wang1291","FALSE",NA,"False","False",NA,NA,"True","TRUE",NA,NA,"False","False",NA,"False","False",NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"west2369","FALSE","False","False","False","False","True","True","FALSE","M","FALSE","False","False","False","True","True","False","FALSE","T","False","False","False",NA,"False","False","False","False"
"yagu1244",NA,"True","False",NA,NA,"False",NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE",NA,"False","False","True",NA,"False",NA,"False","False"
"yaqu1251",NA,"False","False",NA,NA,NA,NA,"FALSE",NA,"FALSE","False","False","False",NA,NA,"False","FALSE","M","False","False","False",NA,"False",NA,"False","False"
"iraq1241","TRUE","False","False","False","False","False","True","FALSE",NA,"FALSE","False","False","True","True","False","False","FALSE",NA,"False","False","False",NA,"False","False","True","False"
"lush1249","FALSE","True","False","False","True","True","True","FALSE",NA,NA,"True","False","False","True","False","False","FALSE","N","True","False",NA,NA,"False","True","False","False"
"nupe1254","FALSE","True","True","False",NA,NA,"True","FALSE",NA,NA,NA,NA,"False","False","False",NA,NA,NA,NA,NA,"False","False","False",NA,NA,NA
"thai1261","FALSE","True","True",NA,NA,"False",NA,"FALSE",NA,"FALSE",NA,"False","False",NA,NA,"True","FALSE","M","False","False","False",NA,"False",NA,"False","False"
"urub1250","FALSE",NA,NA,NA,NA,NA,"False","TRUE",NA,NA,NA,NA,NA,NA,"False",NA,NA,"N",NA,NA,NA,NA,NA,NA,"False",NA
"yoru1245","FALSE","True","True","False",NA,NA,"True","FALSE","M",NA,NA,NA,"False","False","False",NA,NA,NA,NA,NA,"False","True","False",NA,NA,NA
