"","glottocode","rec_c_PHOIBLE_BAF_uvularTrills_presence","o_PHOIBLE_BAF_aspirated_presence","rec_cc_PHOIBLE_BAF_aspiratedFricatives_presence","rec_dma+WALS_18A+PHOIBLE_BAF_bilabials_presence_1","o_PHOIBLE_BAF_breathyConsonants_presence","o_PHOIBLE_BAF_affricates_presence","o_PHOIBLE_BAF_alveolarApproximant_presence","o_PHOIBLE_BAF_breathyVowels_presence","o_PHOIBLE_BAF_coronalTrills_presence","o_PHOIBLE_BAF_creakyConsonants_presence","o_PHOIBLE_BAF_creakyVowels_presence","rec_dmca+WALS_8A+PHOIBLE_BAF_dentalAlveolarVoicedLateralApproximant_presence_2","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2","rec_ma+PHOIBLE_BAF_frontRoundVowels_presence+WALS_11A","o_PHOIBLE_BAF_glides_presence","rec_dmca+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence_4","rec_dmca+WALS_19A+PHOIBLE_BAF_interdentals_presence_4","o_PHOIBLE_BAF_labializedConsonants_presence","rec_dma+WALS_19A+PHOIBLE_BAF_labialVelars_presence_2","rec_dmca+WALS_8A+PHOIBLE_BAF_lateralObstruents_presence_3","rec_dma+WALS_8A+PHOIBLE_BAF_laterals_presence_1","o_PHOIBLE_BAF_liquids_presence","o_PHOIBLE_BAF_longConsonants_presence","o_PHOIBLE_BAF_longVowels_presence","rec_dma+WALS_7A+PHOIBLE_BAF_glottalizedResonants_presence+PHOIBLE_BAF_loweredLarynxImplosives_presence+PHOIBLE_BAF_raisedLarynxEjectives_presence_1","rec_dmca+WALS_7A+PHOIBLE_BAF_loweredLarynxImplosives_presence_3","o_PHOIBLE_BAF_labiodentals_presence","rec_m+WALS_10A+PHOIBLE_BAF_nasalizedVowels_presence","rec_dma+WALS_18A+PHOIBLE_BAF_nasals_presence_3","o_PHOIBLE_BAF_palatalAndPalatalizedObstruents_presence","o_PHOIBLE_BAF_palatalAndPalatalizedSonorants_presence","rec_cc_PHOIBLE_BAF_palatalLaterals_presence","rec_dmca+WALS_19A+PHOIBLE_BAF_pharyngealsEpiglottals_presence_3","rec_dmca+WALS_7A+PHOIBLE_BAF_raisedLarynxEjectives_presence_2","o_PHOIBLE_BAF_retroflexConsonants_presence","rec_c_PHOIBLE_BAF_stridents_presence","o_PHOIBLE_BAF_taps_presence","rec_dma+WALS_13A+PHOIBLE_BAF_tone_presence_1","rec_ma+PHOIBLE_BAF_uvulars_presence+WALS_6A","rec_dmca+WALS_9A+PHOIBLE_BAF_velarNasals_presence_1","rec_da_WALS_14A_1","rec_da_WALS_17A_1","o_WALS_12A","rec_dc_WALS_13A_2","rec_ma+WALS_14A+WALS_15A","o_WALS_1A","o_WALS_2A","rec_da_WALS_4A_1","rec_dca_WALS_4A_2","rec_dma+WALS_19A+PHOIBLE_BAF_clicks_presence_1","rec_dae_WALS_5A_1","rec_dae_WALS_5A_2"
"3138","sinh1246",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","Average","Large (7-14)","TRUE","FALSE","FALSE","FALSE","FALSE"
"3141","sion1247",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","Moderately small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"3142","sipa1247","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3146","siss1242",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3151","siwu1238",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3153","skol1241",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3154","slov1268",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?",NA,"unbounded","?","?","?","?","FALSE","?","?"
"3155","slov1269",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","?",NA,"left-leaning","?","?","?","?","FALSE","?","?"
"3158","soch1239",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3159","sodd1242",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3163","soni1259","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3165","sooo1256",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3167","soqo1240",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","Complex",NA,"?","Moderately large","Average (5-6)","TRUE","TRUE","FALSE","TRUE","FALSE"
"3168","sora1254",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","Moderately complex",NA,"?","Moderately small","Average (5-6)","TRUE","FALSE","FALSE","FALSE","FALSE"
"3171","sout2642",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3172","sout2672","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3173","sout2674",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","Complex",NA,"?","Large","Average (5-6)","TRUE","FALSE","FALSE","FALSE","FALSE"
"3174","sout2679",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3180","sout2729",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3185","sout2746",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3189","sout2774",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3192","sout2789",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3193","sout2790",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3194","sout2795",NA,"FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3196","sout2807",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","TRUE","?","?"
"3197","sout2828",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3199","sout2833",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3200","sout2840",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3201","sout2844",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3202","sout2856",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3206","sout2918",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3210","sout2949",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","Simple","simple","?","Small","Average (5-6)","TRUE","FALSE","FALSE","FALSE","FALSE"
"3211","sout2956","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3214","sout2965","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?",NA,"not predictable","?","?","?","?","FALSE","?","?"
"3217","sout2985",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Moderately complex",NA,"left-leaning","Moderately small","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"3219","sout2991","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","?","?","?",NA,"?","Moderately large","Average (5-6)","FALSE","TRUE","FALSE","?","?"
"3220","sout2994",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","Complex","complex","right-leaning","Average","Average (5-6)","FALSE","FALSE","FALSE","?","?"
"3228","spit1240",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3229","spok1245","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?",NA,"not predictable","?","?","?","?","FALSE","?","?"
"3230","squa1248","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","Complex",NA,"right-leaning","Large","Small (2-4)","FALSE","FALSE","FALSE","?","?"
"3232","stan1288",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","Moderately complex",NA,"right-leaning","Average","Average (5-6)","FALSE","TRUE","FALSE","?","?"
"3233","stan1289",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","Moderately complex",NA,"right-leaning","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"3234","stan1290","TRUE","FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Complex",NA,"right-leaning","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"3235","stan1293",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Complex",NA,"right-leaning","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"3236","stan1295","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Complex",NA,"right-leaning","Average","Large (7-14)","TRUE","TRUE","FALSE","FALSE","FALSE"
"3237","stan1306",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","?","?",NA,"right-leaning","?","?","?","?","FALSE","?","?"
"3238","stan1318","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE",NA,"TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3239","stan1325",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",NA,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3241","stod1241",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
"3247","suba1252",NA,"FALSE",NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","?","?","FALSE","?","?"
"3248","subi1246",NA,"FALSE",NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?",NA,"?","?","?","?","?","FALSE","?","?"
