"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family","Subfamily","Genus","GenusIcon","ISO_codes","Samples_100","Samples_200","Country_ID","Source","Parent_ID"
"137","ari","Aribwatsa","Papunesia",-6.71666666667,147,"arib1241","laz","Austronesian","Eastern Malayo-Polynesian","Oceanic","","laz","false","false","PG","Holzknecht-1997a","genus-oceanic"
"138","arj","Arabic (Kuwaiti)","Eurasia",29.5,47.5,"gulf1241","afb","Afro-Asiatic","","Semitic","","afb","false","false","KW","","genus-semitic"
"139","ark","Araki","Papunesia",-15.6666666667,166.916666667,"arak1252","akr","Austronesian","Eastern Malayo-Polynesian","Oceanic","","akr","false","false","VU","Francois-2002","genus-oceanic"
"140","arl","Arabic (Lebanese)","Eurasia",34,36,"nort3139","apc","Afro-Asiatic","","Semitic","","apc","false","false","LB","Kenstowicz-and-Abdul-Karim-1980 McCarus-1992","genus-semitic"
"141","arm","Armenian (Eastern)","Eurasia",40,45,"nucl1235","hye","Indo-European","","Armenian","","hye","false","true","AM","Abeghian-1936 Allen-1950 Fairbanks-1958 Garibjan-1976 Garibjan-and-Garibjan-1970 Greppin-2001 Gulian-1957 Gulian-1990 Gureghian-and-Gureghian-1999 Kozintseva-1995 Kozintseva-1999 Kozintseva-2001 Malherbe-and-Rosenberg-1996 Minassian-1980 Nichols-1992 Stevick-1955 Tumanjan-1966","genus-armenian"
"142","arn","Arabic (Borno Nigerian)","Africa",8.58333333333,12.4166666667,"chad1249","shu","Afro-Asiatic","","Semitic","","shu","false","false","NG","Owens-1993","genus-semitic"
"143","aro","Arosi","Papunesia",-10.25,161.333333333,"aros1241","aia","Austronesian","Eastern Malayo-Polynesian","Oceanic","","aia","false","false","SB","Capell-1971 Fox-1978 Lynch-and-Horoi-2002","genus-oceanic"
"144","arp","Arapesh (Mountain)","Papunesia",-3.46666666667,143.166666667,"buki1249","ape","Torricelli","","Kombio-Arapesh","","ape","true","true","PG","Aronoff-1994 Conrad-and-Wogiga-1991 Dobrin-1998 Fortune-1940 Fortune-1942 Fraser-and-Corbett-1997 Gerstner-1963","genus-kombioarapesh"
"145","arq","Arabic (Iraqi)","Eurasia",33,44,"meso1252","acm","Afro-Asiatic","","Semitic","","acm","false","false","IQ","Erwin-1963","genus-semitic"
"146","arr","Arrernte","Australia",-24,134,"","","Pama-Nyungan","","Central Pama-Nyungan","","aer are","false","false","AU","Stolz-1996","genus-centralpamanyungan"
"147","ars","Arabic (San'ani)","Eurasia",16,44,"sana1295","ayn","Afro-Asiatic","","Semitic","","ayn","false","false","YE","Watson-1993","genus-semitic"
"148","arv","Arabic (Negev)","Eurasia",30.5,34.75,"sout3123","ajp","Afro-Asiatic","","Semitic","","ajp","false","false","IL","Blanc-1971","genus-semitic"
"149","arw","Armenian (Western)","Eurasia",38.5,43.5,"homs1234","hyw","Indo-European","","Armenian","","hyw","false","false","TR","Donabedian-1996 Greppin-2001 Gulian-1965 Sakayan-2000 Yacoubian-nd","genus-armenian"
"150","arx","'Are'are","Papunesia",-9.25,161.166666667,"area1240","alu","Austronesian","Eastern Malayo-Polynesian","Oceanic","","alu","false","false","SB","Geerts-1970","genus-oceanic"
"151","arz","Armenian (Iranian)","Eurasia",32.6666666667,51.6666666667,"nucl1235","hye","Indo-European","","Armenian","","hye","false","false","IR","","genus-armenian"
"152","ash","Adyghe (Shapsugh)","Eurasia",45,38.75,"adyg1241","ady","Northwest Caucasian","","Northwest Caucasian","","ady","false","false","RU","Smeets-1984","genus-northwestcaucasian"
"153","asl","American Sign Language","North America",39,-78,"amer1248","ase","other","","Sign Languages","","ase","false","false","CA US","Baker-Shenk-and-Cokely-1996 Deuchar-1987 Fischer-2003","genus-signlanguages"
"154","asm","Asmat","Papunesia",-5.5,138.5,"cent2117","cns","Asmat-Kamrau Bay","","Asmat-Kamrau Bay","","cns","true","true","ID","Drabbe-1959a Drabbe-1959c Drabbe-1963 Voorhoeve-1965 Voorhoeve-1980","genus-asmatkamraubay"
"155","aso","Altai (Southern)","Eurasia",51,87,"sout2694","alt","Altaic","","Turkic","","alt","false","false","RU","Baskakov-1966c Baskakov-1997a Dyrenkova-1940","genus-turkic"
"156","ass","Assamese","Eurasia",26,93,"assa1263","asm","Indo-European","","Indic","","asm","false","false","IN","Goswami-1970 Goswami-and-Tamuli-2003 Malherbe-and-Rosenberg-1996","genus-indic"
"157","ast","Asturian","Eurasia",43.25,-6,"astu1245","ast","Indo-European","","Romance","","ast","false","false","ES","","genus-romance"
"158","asu","Asuriní","South America",-3.5,-49.5,"toca1235","asu","Tupian","","Maweti-Guarani","","asu","false","false","BR","Harrison-1970","genus-mawetiguarani"
"159","asy","Arabic (Syrian)","Eurasia",34,38,"nort3139","apc","Afro-Asiatic","","Semitic","","apc","false","false","SY","Cowell-1964 McCarthy-1980","genus-semitic"
"160","ata","Atayal","Papunesia",24.5,121.333333333,"atay1247","tay","Austronesian","","Atayalic","","tay","false","false","TW","Egerod-1965 Egerod-1966a Egerod-1966b Egerod-1980 Rau-1992","genus-atayalic"
"161","atb","Aralle-Tabulahan","Papunesia",-2.75,119.25,"aral1243","atq","Austronesian","","South Sulawesi","","atq","false","false","ID","McKenzie-1991","genus-southsulawesi"
"162","atc","Atchin","Papunesia",-16,167.333333333,"urip1239","upv","Austronesian","Eastern Malayo-Polynesian","Oceanic","","upv","false","false","VU","Bybee-et-al-1994 Capell-and-Layard-1980","genus-oceanic"
"163","ath","Athpare","Eurasia",27,87.3333333333,"athp1241","aph","Sino-Tibetan","Tibeto-Burman","Himalayish","","aph","false","false","NP","Ebert-1997b Noonan-2003c","genus-himalayish"
"164","ati","Atikamekw","North America",48,-74,"atik1240","atj","Algic","","Algonquian","","atj","false","false","CA","Beland-1978","genus-algonquian"
"165","atk","Atakapa","North America",30,-93.5,"atak1252","aqp","Atakapa","","Atakapa","","aqp","false","false","US","Gatschet-and-Swanton-1932 Nichols-1992 Swanton-1929","genus-atakapa"
"166","atm","Atacameño","South America",-23,-69,"kunz1244","kuz","Kunza","","Kunza","","kuz","false","false","CL BO AR","Adelaar-2004","genus-kunza"
"167","atq","Alutiiq","North America",57,-157,"paci1278","ems","Eskimo-Aleut","","Eskimo","","ems","false","false","US","Krauss-1985 Leer-1985a Leer-1985b Leer-1991a","genus-eskimo"
"168","ats","Atsugewi","North America",40.75,-121,"atsu1245","atw","Hokan","Palaihnihan","Atsugewi","","atw","false","false","US","Olmsted-1958 Olmsted-1984 Walters-1977","genus-atsugewi"
"169","atu","Arabic (Tunisian)","Africa",36.75,10.25,"tuni1259","aeb","Afro-Asiatic","","Semitic","","aeb","false","false","TN","Dahl-1985","genus-semitic"
"170","au","Au","Papunesia",-3.58333333333,142.083333333,"auuu1241","avt","Torricelli","","Central Wapei","","avt","false","false","PG","Scorza-1985","genus-centralwapei"
"171","aul","Aulua","Papunesia",-16.3333333333,167.666666667,"aulu1238","aul","Austronesian","Eastern Malayo-Polynesian","Oceanic","","aul","false","false","VU","","genus-oceanic"
"172","aus","Auslan","Australia",-30,145,"aust1271","asf","other","","Sign Languages","","asf","false","false","AU","","genus-signlanguages"
"173","auy","Auyana","Papunesia",-6.5,145.75,"awiy1238","auy","Trans-New Guinea","Kainantu-Goroka","Gauwa","","auy","false","false","PG","McKaughan-and-Marks-1973","genus-gauwa"
"174","ava","Avar","Eurasia",42.5,46.5,"avar1256","ava","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic","","ava","false","false","AZ RU","Bokarev-1949a Bokarev-1949b Charachidze-1981 Kalinina-1993 Kazenin-1993 Kodzasov-1999a Madieva-1967 Madieva-1980 Zhirkov-1936 von-Erckert-1895","genus-avarandictsezic"
"175","avk","Avikam","Africa",5.16666666667,-5.5,"avik1243","avi","Niger-Congo","Kwa","Avikam-Alladian","","avi","false","false","CI","Schang-1995","genus-avikamalladian"
"176","avo","Avokaya","Africa",4.66666666667,30,"avok1242","avu","Central Sudanic","","Moru-Ma'di","","avu","false","false","CD SS","Kilpatrick-1981 Kilpatrick-1984","genus-morumadi"
"177","avt","Avatime","Africa",6.83333333333,0.416666666667,"avat1244","avn","Niger-Congo","Kwa","Ka-Togo","","avn","false","false","GH","Schuh-1995","genus-katogo"
"178","awa","Awa","Papunesia",-6.66666666667,145.75,"awap1236","awb","Trans-New Guinea","Kainantu-Goroka","Gauwa","","awb","false","false","PG","Loving-1973 Loving-and-Loving-1973 Loving-and-Loving-1975 Loving-and-McKaughan-1973 McKaughan-1973 McKaughan-and-Loving-1973","genus-gauwa"
"179","awd","Awadhi","Eurasia",27.5,81.5,"awad1243","awa","Indo-European","","Indic","","awa","false","false","IN NP","Saksena-1971","genus-indic"
"180","awe","Arrernte (Western)","Australia",-24,132.5,"west2441","are","Pama-Nyungan","","Central Pama-Nyungan","","are","false","false","AU","Strehlow-1942 Strehlow-1944","genus-centralpamanyungan"
"181","awi","Aekyom","Papunesia",-5.75,141.416666667,"aeky1238","awi","Kamula-Elevala","","Elevala","","awi","false","false","PG","Horowitz-2008 Voorhoeve-1975","genus-elevala"
"182","awk","Akwa","Africa",0,16.5,"akwa1248","akw","Niger-Congo","Benue-Congo","Bantu","","akw","false","false","CG","Aksenova-and-Toporova-2002","genus-bantu"
"183","awn","Awngi","Africa",10.8333333333,36.6666666667,"awng1244","awn","Afro-Asiatic","Cushitic","Central Cushitic","","awn","false","false","ET","Bybee-et-al-1994 Hetzron-1969 Hetzron-1976 Hetzron-1997","genus-centralcushitic"
"184","awp","Awa Pit","South America",1.5,-78.25,"awac1239","kwi","Barbacoan","","Barbacoan","","kwi","false","true","EC CO","Curnow-1997 Huber-and-Reed-1992 Obando-Ordonez-1992","genus-barbacoan"
"185","awt","Awtuw","Papunesia",-3.58333333333,142,"awtu1239","kmn","Sepik","","Ram","","kmn","false","false","PG","Feldman-1986 Nichols-1992","genus-ram"
"186","awy","Awyi","Papunesia",-2.91666666667,140.583333333,"awyi1241","auw","Border","","Border","","auw","false","false","ID","Voorhoeve-1971","genus-border"
"187","axv","Akhvakh","Eurasia",42.3333333333,46.3333333333,"akhv1239","akv","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic","","akv","false","false","RU","Boguslavskaja-1989 Gudava-1964","genus-avarandictsezic"
"188","ayi","Anyi","Africa",7,-3.5,"anyi1245","any","Niger-Congo","Kwa","Tano","","any","false","false","CI","Retord-1981","genus-tano"
"189","aym","Aymara (Central)","South America",-17,-69,"cent2142","ayr","Aymaran","","Aymaran","","ayr","false","true","CL BO PE","De-Torres-Rubio-1966 Deza-Galindo-1992 Ebbing-1965 Grondin-1973 Hardman-1986 Hardman-2001 Hardman-de-Bautista-1974 Hardman-de-Bautista-et-al-1988 Martin-1969 Wexler-1967 de-Lucca-1983","genus-aymaran"
"190","ayn","Aynu","Eurasia",39.5,76,"ainu1251","aib","Altaic","","Turkic","","aib","false","false","CN","Hayasi-et-al-1999","genus-turkic"
"191","ayo","Ayomán","South America",11,-69,"ayom1234","","Jirajaran","","Jirajaran","","","false","false","VR","Adelaar-2004 Oramas-1915","genus-jirajaran"
"192","ayr","Ayoreo","South America",-20.25,-59.25,"ayor1240","ayo","Zamucoan","","Zamucoan","","ayo","false","false","PY","Adelaar-2004 Susnik-1963","genus-zamucoan"
"193","ayw","Ayiwo","Papunesia",-10.3333333333,166.25,"ayiw1239","nfl","Austronesian","Eastern Malayo-Polynesian","Oceanic","","nfl","false","false","SB","Wurm-1981 Wurm-et-al-1985","genus-oceanic"
"194","aze","Azerbaijani","Eurasia",40.5,48.5,"","","Altaic","","Turkic","","azb azj","false","false","AZ IR","Achundova-1971 Agazade-1967 Dahl-1985 Gadzhieva-1966 Householder-and-Lofti-1965 Malherbe-and-Rosenberg-1996 Schonig-1998c Shiraliev-1997","genus-turkic"
"195","azi","Azari (Iranian)","Eurasia",37.5,47,"sout2697","azb","Altaic","","Turkic","","azb","false","false","IR IQ","Dehghani-2000","genus-turkic"
"196","baa","Barai","Papunesia",-9.33333333333,148.083333333,"nucl1630","bbb","Trans-New Guinea","","Koiarian","","bbb","false","false","PG","Olson-1973 Olson-1975 Olson-1979","genus-koiarian"
"197","bab","Babungo","Africa",6.11666666667,10.4166666667,"veng1238","bav","Niger-Congo","Benue-Congo","Wide Grassfields","","bav","false","false","CM","Schaub-1985","genus-widegrassfields"
"198","bac","Bachamal","Australia",-13.1666666667,130.166666667,"wadj1254","wdj","Wandjiginy","","Wandjiginy","","wdj","false","false","AU","Ford-1990","genus-wandjiginy"
"199","bad","Bade","Africa",12.8333333333,10.5,"bade1248","bde","Afro-Asiatic","Chadic","West Chadic","","bde","false","false","NG","Schuh-1977","genus-westchadic"
"200","bae","Baré","South America",1,-67,"bare1276","bae","Arawakan","","Japura-Colombia","","bae","false","false","BR VR","Aikhenvald-1996 Aikhenvald-1999 Aikhenvald-2007b Chaffanjon-1889","genus-japuracolombia"
"201","baf","Bafut","Africa",6.25,9.91666666667,"bafu1246","bfd","Niger-Congo","Benue-Congo","Wide Grassfields","","bfd","false","false","CM","Chumbow-and-Tamanji-1994","genus-widegrassfields"
"202","bag","Bagirmi","Africa",11.6666666667,16,"bagi1246","bmi","Central Sudanic","","Bongo-Bagirmi","","bmi","true","true","TD","Gaden-1909 Stevenson-1969","genus-bongobagirmi"
"203","bah","Xiriana","South America",2.66666666666667,-62.5,"xiri1243","xir","Arawakan","","Negro-Roraima","","xir","false","false","BR","Ramirez-1992 Stolz-1996","genus-negrororaima"
"204","bai","Bai","Eurasia",26,100,"cent2004","bca","Sino-Tibetan","Tibeto-Burman","Macro-Bai","","bca","false","false","CN","Dell-1981 Fitzgerald-1941 Wiersma-2003 Xu-and-Zhao-1984","genus-macrobai"
"205","baj","Bajau (Sama)","Papunesia",-4.33333333333,123,"indo1317","bdl","Austronesian","","Sama-Bajaw","","bdl","false","false","ID","Donohue-1996 Verheijen-1986","genus-samabajaw"
"206","bak","Baka (in Cameroon)","Africa",2.58333333333,13.5833333333,"baka1272","bkc","Niger-Congo","Adamawa-Ubangi","Ubangi","","bkc","false","false","CM","Kilian-Hatz-1989 Kilian-Hatz-1995","genus-ubangi"
"207","bal","Balinese","Papunesia",-8.33333333333,115.25,"bali1278","ban","Austronesian","","Malayo-Sumbawan","","ban","false","false","ID","Barber-1977 Clynes-1995b Clynes-nd Kersten-1948 Sugiarto-1993 Ward-1973","genus-malayosumbawan"
"208","bam","Bambara","Africa",12.5,-7.5,"bamb1269","bam","Mande","","Western Mande","","bam","false","true","ML","Anonymous-1990 Bailleul-1981 Bird-and-Kante-1976 Bird-and-Kante-1977 Bird-et-al-1977 Brauner-1974 Campbell-2000 Kastenholz-1989 Kastenholz-1998 Malherbe-and-Rosenberg-1996 Vydrine-2007","genus-westernmande"
"209","ban","Bana","Africa",10.4166666667,13.5833333333,"bana1305","bcw","Afro-Asiatic","Chadic","Biu-Mandara","","bcw","false","false","CM","Hofmann-1990","genus-biumandara"
"210","bao","Bao'an","Eurasia",35.75,102.833333333333,"bona1250","peh","Altaic","","Mongolic","","peh","false","false","CN","Todaeva-1997a Wu-2003","genus-mongolic"
"211","baq","Baure","South America",-13.0833333333,-64.1666666667,"baur1253","brg","Arawakan","","Bolivia-Parana","","brg","false","false","BO","Baptista-and-Wallin-1967","genus-boliviaparana"
"212","bar","Bari","Africa",5,31.6666666667,"bari1284","bfa","Eastern Sudanic","Nilotic","Eastern Nilotic","","bfa","false","false","SS","Bybee-et-al-1994 Mitterrutzner-1867 Spagnolo-1933 Stolz-1996","genus-easternnilotic"
"213","bas","Basaá","Africa",3.91666666667,10.5,"basa1284","bas","Niger-Congo","Benue-Congo","Bantu","","bas","false","false","CM","Hyman-2003 Schurle-1912","genus-bantu"
"214","bat","Batak","Papunesia",10.25,119.083333333,"bata1301","bya","Austronesian","","Greater Central Philippine","","bya","false","false","PH","Llamzon-1978","genus-greatercentralphilippine"
"215","bau","Bau","Papunesia",-5.25,145.616666667,"bauu1244","bbd","Trans-New Guinea","Madang","Mabuso","","bbd","false","false","PG","ZGraggen-1969","genus-mabuso"
"216","baw","Bawm","Eurasia",22.5,92.25,"bawm1236","bgr","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","bgr","false","true","BD IN MM","Reichle-1981","genus-kukichin"
"217","bbf","Bobo Madaré (Northern)","Africa",12.4166666666667,-4.3333333333333,"","bbo","Mande","","Western Mande","","bbo","false","false","BF","Bris-and-Prost-1981 Morse-1976 Prost-1983","genus-westernmande"
"218","bbl","Babole","Africa",1.08333333333,17.25,"dibo1245","bvx","Niger-Congo","Benue-Congo","Bantu","","bvx","false","false","CG","Leitch-1994","genus-bantu"
"219","bbm","Bambam","Papunesia",-3.08333333333,119.083333333,"bamb1270","ptu","Austronesian","","South Sulawesi","","ptu","false","false","ID","Campbell-1991","genus-southsulawesi"
"220","bbu","Barambu","Africa",3.5,27,"bara1361","brm","Niger-Congo","Adamawa-Ubangi","Ubangi","","brm","false","false","CD","Santandrea-1965b Tucker-and-Bryan-1966","genus-ubangi"
"221","bbw","Bininj Gun-Wok","Australia",-12.5,133.75,"gunw1252","gup","Gunwinyguan","","Marne","","gup","false","false","AU","Evans-1997 Evans-2003 Evans-2004 Evans-et-al-2002 Oates-1964a","genus-marne"
"222","bca","Bandjalang (Casino)","Australia",-28.9166666667,153,"band1339","bdy","Pama-Nyungan","","Southeastern Pama-Nyungan","","bdy","false","false","AU","Crowley-1978","genus-southeasternpamanyungan"
"223","bch","Berber (Chaouia)","Africa",35,7,"tach1249","shy","Afro-Asiatic","","Berber","","shy","false","false","DZ","Penchoen-1973a","genus-berber"
"224","bco","Bella Coola","North America",52.5,-126.666666667,"bell1243","blc","Salishan","","Bella Coola","","blc","false","false","CA","Davis-and-Saunders-1978 Davis-and-Saunders-1980 Davis-and-Saunders-1997 Nater-1984 Newman-1933 Newman-1947 Newman-1969","genus-bellacoola"
"225","bdc","Berbice Dutch Creole","South America",5.33333333333,-58,"berb1259","brc","other","","Creoles and Pidgins","","brc","false","false","GY","Kouwenberg-1994","genus-creolesandpidgins"
"226","bdg","Badaga","Eurasia",11.6666666667,76.75,"bada1257","bfq","Dravidian","","Dravidian","","bfq","false","false","IN","Hockings-and-Pilot-Raichoor-1992","genus-dravidian"
"227","bdk","Budukh","Eurasia",41.1666666667,48.4166666667,"budu1248","bdk","Nakh-Daghestanian","Daghestanian","Lezgic","","bdk","false","false","AZ","Alekseev-1994a","genus-lezgic"
"228","bdm","Badimaya","Australia",-27.6666666667,118,"badi1246","bia","Pama-Nyungan","","Western Pama-Nyungan","","bia","false","false","AU","Dunn-1988","genus-westernpamanyungan"
"229","bdu","Budu","Africa",2,28,"budu1250","buu","Niger-Congo","Benue-Congo","Bantu","","buu","false","false","CD","Asangama-1983","genus-bantu"
"230","bdw","Baham","Papunesia",-3.16666666667,132.666666667,"baha1258","bdw","Greater West Bomberai","","West Bomberai","","bdw","false","false","ID","Flassy-et-al-1984","genus-westbomberai"
"231","beb","Benabena","Papunesia",-6.16666666667,145.5,"bena1264","bef","Trans-New Guinea","Kainantu-Goroka","Siane-Yagaria","","bef","false","false","PG","Young-1971","genus-sianeyagaria"
"232","bec","Bengali (Chittagong)","Eurasia",22.3333333333,91.8333333333,"chit1275","ctg","Indo-European","","Indic","","ctg","false","false","BD","Ucida-1970","genus-indic"
"233","bee","Beembe","Africa",-3.91666666667,14.0833333333,"beem1239","beq","Niger-Congo","Benue-Congo","Bantu","","beq","false","false","CG","Jacquot-1962 Jacquot-1981","genus-bantu"
